province_territory,category_1,category_2,category_3,total_flag,year,value
Quebec,Canadian Interests,Reciprocal Employment,,True,2011,"10,110"
Quebec,Canadian Interests,"Research, educational or training programs",,False,2011,0
Quebec,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2011,"3,430"
Quebec,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2011,930
Quebec,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2011,"5,565"
Quebec,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2011,"1,705"
Quebec,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2011,0
Quebec,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2011,0
Quebec,Canadian Interests,Competitiveness and public policy,,True,2011,"11,635"
Quebec,Canadian Interests,Charitable or religious work,,False,2011,315
Quebec,Canadian Interests,,,True,2011,"25,895"
Quebec,Other IMP Participants,,,False,2011,5
Quebec,Vulnerable workers,Vulnerable workers,,False,2011,0
Quebec,Vulnerable workers,,,True,2011,0
Quebec,,,,True,2011,"28,550"
Ontario,Agreements,Canada-International,Non-Trade,False,2011,155
Ontario,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2011,"9,095"
Ontario,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2011,530
Ontario,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2011,60
Ontario,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2011,0
Ontario,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2011,0
Ontario,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2011,0
Ontario,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2011,0
Ontario,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2011,0
Ontario,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2011,0
Ontario,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2011,0
Ontario,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2011,0
Ontario,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2011,0
Ontario,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2011,0
Ontario,Agreements,Canada-International,,True,2011,"9,840"
Ontario,Agreements,Canada - Provincial/Territorial,,False,2011,620
Ontario,Agreements,Other Agreements,,False,2011,170
Ontario,Agreements,Provincial/Territorial - International,,False,2011,35
Ontario,Agreements,,,True,2011,"10,660"
Ontario,Canadian Interests,Significant benefit,,False,2011,"15,590"
Ontario,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2011,"14,480"
Ontario,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2011,585
Ontario,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2011,"1,065"
Ontario,Canadian Interests,Reciprocal Employment,,True,2011,"16,130"
Ontario,Canadian Interests,"Research, educational or training programs",,False,2011,0
Ontario,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2011,"7,195"
Ontario,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2011,"1,680"
Ontario,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2011,"17,495"
Ontario,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2011,"2,685"
Ontario,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2011,0
Ontario,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2011,0
Ontario,Canadian Interests,Competitiveness and public policy,,True,2011,"29,060"
Ontario,Canadian Interests,Charitable or religious work,,False,2011,495
Ontario,Canadian Interests,,,True,2011,"61,275"
Ontario,Other IMP Participants,,,False,2011,5
Ontario,Vulnerable workers,Vulnerable workers,,False,2011,0
Ontario,Vulnerable workers,,,True,2011,0
Ontario,,,,True,2011,"71,940"
Manitoba,Agreements,Canada-International,Non-Trade,False,2011,20
Manitoba,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2011,460
Manitoba,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2011,25
Manitoba,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2011,
Manitoba,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2011,0
Manitoba,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2011,0
Manitoba,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2011,0
Manitoba,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2011,0
Manitoba,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2011,0
Manitoba,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2011,0
Manitoba,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2011,0
Manitoba,Agreements,Canada-International,,True,2011,505
Manitoba,Agreements,Canada - Provincial/Territorial,,False,2011,890
Manitoba,Agreements,Other Agreements,,False,2011,25
Manitoba,Agreements,Provincial/Territorial - International,,False,2011,15
Manitoba,Agreements,,,True,2011,"1,435"
Manitoba,Canadian Interests,Significant benefit,,False,2011,320
Manitoba,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2011,280
Manitoba,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2011,35
Manitoba,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2011,100
Manitoba,Canadian Interests,Reciprocal Employment,,True,2011,410
Manitoba,Canadian Interests,"Research, educational or training programs",,False,2011,0
Manitoba,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2011,405
Manitoba,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2011,175
Manitoba,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2011,"1,225"
Manitoba,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2011,110
Manitoba,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2011,0
Manitoba,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2011,0
Manitoba,Canadian Interests,Competitiveness and public policy,,True,2011,"1,910"
Manitoba,Canadian Interests,Charitable or religious work,,False,2011,50
Manitoba,Canadian Interests,,,True,2011,"2,690"
Manitoba,Other IMP Participants,,,False,2011,0
Manitoba,Vulnerable workers,Vulnerable workers,,False,2011,0
Manitoba,Vulnerable workers,,,True,2011,0
Manitoba,,,,True,2011,"4,130"
Saskatchewan,Agreements,Canada-International,Non-Trade,False,2011,
Saskatchewan,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2011,565
Saskatchewan,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2011,30
Saskatchewan,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2011,5
Saskatchewan,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2011,0
Saskatchewan,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2011,0
Saskatchewan,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2011,0
Saskatchewan,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2011,0
Saskatchewan,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2011,0
Saskatchewan,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2011,0
Saskatchewan,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2011,0
Saskatchewan,Agreements,Canada-International,,True,2011,605
Saskatchewan,Agreements,Canada - Provincial/Territorial,,False,2011,"1,970"
Saskatchewan,Agreements,Other Agreements,,False,2011,30
Saskatchewan,Agreements,Provincial/Territorial - International,,False,2011,30
Saskatchewan,Agreements,,,True,2011,"2,640"
Saskatchewan,Canadian Interests,Significant benefit,,False,2011,265
Saskatchewan,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2011,300
Saskatchewan,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2011,40
Saskatchewan,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2011,70
Saskatchewan,Canadian Interests,Reciprocal Employment,,True,2011,410
Saskatchewan,Canadian Interests,"Research, educational or training programs",,False,2011,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2011,685
Saskatchewan,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2011,150
Saskatchewan,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2011,"1,540"
Saskatchewan,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2011,110
Saskatchewan,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2011,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2011,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,,True,2011,"2,485"
Saskatchewan,Canadian Interests,Charitable or religious work,,False,2011,20
Saskatchewan,Canadian Interests,,,True,2011,"3,185"
Saskatchewan,Other IMP Participants,,,False,2011,0
Saskatchewan,Vulnerable workers,Vulnerable workers,,False,2011,0
Saskatchewan,Vulnerable workers,,,True,2011,0
Saskatchewan,,,,True,2011,"5,820"
Alberta,Agreements,Canada-International,Non-Trade,False,2011,45
Alberta,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2011,"4,725"
Alberta,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2011,150
Alberta,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2011,45
Alberta,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2011,
Alberta,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2011,0
Alberta,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2011,0
Alberta,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2011,0
Alberta,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2011,0
Alberta,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2011,0
Alberta,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2011,0
Alberta,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2011,0
Alberta,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2011,0
Alberta,Agreements,Canada-International,,True,2011,"4,965"
Alberta,Agreements,Canada - Provincial/Territorial,,False,2011,"2,750"
Alberta,Agreements,Other Agreements,,False,2011,50
Alberta,Agreements,Provincial/Territorial - International,,False,2011,25
Alberta,Agreements,,,True,2011,"7,795"
Alberta,Canadian Interests,Significant benefit,,False,2011,"4,335"
Alberta,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2011,"4,340"
Alberta,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2011,170
Alberta,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2011,420
Alberta,Canadian Interests,Reciprocal Employment,,True,2011,"4,935"
Alberta,Canadian Interests,"Research, educational or training programs",,False,2011,0
Alberta,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2011,"5,235"
Alberta,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2011,750
Alberta,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2011,"3,385"
Alberta,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2011,755
Alberta,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2011,0
Alberta,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2011,0
